CityName, Population, Latitude, Longitude
Riverview,20584,46.04757,-64.815534
Hillsborough,1348,45.921775,-64.650473
Westmorland,997,46.023176,-64.119646
Port Elgin,381,46.048313,-64.092955
Botsford,1120,46.125007,-63.930397
Beaubassin East / Beaubassin-est,6718,46.183604,-64.326472
Cap-Pel�,2441,46.220884,-64.280261
Sackville,1204,46.008594,-64.406646
Sackville,6099,45.926328,-64.391363
Dorchester,438,45.865205,-64.539371
Dorchester,906,45.904528,-64.51077
Memramcook,5029,46.000461,-64.598268
Fort Folly 1,36,45.889167,-64.499104
Shediac,5144,46.232849,-64.664916
Moncton,10704,46.159604,-64.90857
Moncton,79470,46.120668,-64.813849
Salisbury,3377,46.098422,-65.211127
Salisbury,2387,46.040264,-65.047593
Petitcodiac,1476,45.937869,-65.178383
Dieppe,28114,46.089065,-64.729673
Shediac,7535,46.207075,-64.513564
Dundas,4332,46.304075,-64.781984
Cocagne,2757,46.396107,-64.616505
Buctouche 16,101,46.451844,-64.757865
Wellington,3292,46.512985,-64.759481
Bouctouche,2513,46.46628,-64.734748
Saint Mary,1991,46.405074,-64.870944
Saint-Antoine,1791,46.364176,-64.752463
Saint-Paul,877,46.332008,-64.993584
Harcourt,346,46.396499,-65.574012
Huskisson,5,46.556379,-65.510488
Weldford,1335,46.520292,-65.132829
Richibucto 15,2062,46.59039,-64.987564
Richibucto,2085,46.627509,-64.828958
Rexton,874,46.652018,-64.88968
Richibucto,1411,46.67481,-64.877127
Saint-Charles,2024,46.65824,-65.011987
Indian Island 28,116,46.689047,-64.789952
Saint-Louis,1760,46.718062,-65.086477
Saint-Louis de Kent,981,46.738971,-64.974988
Acadieville,752,46.729391,-65.343121
Carleton,764,46.888981,-64.925689
Hardwicke,2203,47.061521,-65.011922
Glenelg,1532,46.958769,-65.282829
Chatham,527,47.042461,-65.356045
Renous 12,10,46.819888,-65.782176
Derby,938,46.881505,-65.705607
Nelson,929,46.826726,-65.550501
Rogersville,1072,46.711962,-65.547008
Rogersville,1193,46.734535,-65.428553
Blackville,1996,46.604759,-65.804055
Blackville,914,46.734638,-65.82828
Blissfield,491,46.520428,-65.974541
Doaktown,808,46.565874,-66.108736
Red Bank 4,400,46.91475,-65.911752
Southesk,1666,47.014238,-66.47252
Upper Miramichi,2175,46.440772,-66.255301
Northesk,2169,47.306856,-66.31804
Newcastle,1149,47.195721,-65.616648
Big Hole Tract 8 (North Half),30,47.060774,-65.804514
Big Hole Tract 8 (South Half),16,47.020777,-65.800612
Eel Ground 2,545,46.99863,-65.637139
Alnwick,3615,47.301363,-65.301627
Neguac,1692,47.258589,-65.073214
Esgeno�petitj 14,1223,47.219694,-65.132422
Tabusintac 9,20,47.323592,-65.15038
Miramichi,17692,47.022532,-65.510802
New Maryland,2806,45.697373,-66.865124
New Maryland,4153,45.890409,-66.686468
Manners Sutton,1920,45.626892,-67.086168
Harvey,402,45.729773,-67.004796
McAdam,1173,45.593186,-67.313278
McAdam,61,45.712045,-67.345823
North Lake,282,45.724796,-67.64887
Canterbury,552,45.901331,-67.55767
Canterbury,320,45.891941,-67.464813
Meductic,180,45.988418,-67.480723
Dumfries,420,45.85748,-67.225931
Prince William,1083,45.759763,-67.09254
Hanwell,4743,45.83975,-66.818126
Kingsclear,2839,45.875191,-66.862921
Kingsclear 6,518,45.917279,-66.825766
Queensbury,1237,45.966521,-67.051455
Southampton,1497,46.068606,-67.298441
Millville,274,46.12955,-67.188711
Bright,3317,46.245131,-67.230723
Douglas,5935,46.315238,-66.973256
Saint Marys,5084,46.13244,-66.523833
Fredericton,63116,45.956537,-66.644171
Devon 30,1070,46.003307,-66.605662
Stanley,920,46.648119,-66.826793
Stanley,397,46.272589,-66.726808
Nackawic,962,45.98683,-67.249049
Richmond,1456,46.07213,-67.702693
Woodstock,2219,46.059296,-67.621787
Woodstock 23,435,46.105805,-67.589173
Woodstock,5553,46.151937,-67.596296
Northampton,1875,46.115474,-67.467441
Brighton,1596,46.334631,-67.376653
Hartland,933,46.301073,-67.510592
Wakefield,2722,46.232823,-67.619111
Wilmot,969,46.346816,-67.71869
Centreville,508,46.430929,-67.709675
Simonds,514,46.352331,-67.586288
Peel,1198,46.395949,-67.518177
Aberdeen,812,46.531399,-67.305274
Florenceville-Bristol,1573,46.461382,-67.560341
Kent,1966,46.61453,-67.415853
Bath,440,46.510144,-67.594379
Wicklow,1591,46.50244,-67.696728
Andover,879,46.707232,-67.728391
Aroostook,313,46.807345,-67.725612
Perth,1047,46.729572,-67.66291
Perth-Andover,1574,46.73883,-67.709306
Tobique 20,1080,46.809062,-67.654947
Gordon,1559,46.844314,-67.151919
Plaster Rock,1002,46.903386,-67.395636
Lorne,313,47.169325,-67.196464
Denmark,1424,47.143662,-67.474184
Grand Falls,1077,46.912301,-67.756353
Grand Falls / Grand-Sault,5220,47.046666,-67.755396
Drummond,2095,47.313144,-67.536914
Drummond,729,47.037184,-67.681812
Saint-Andr�,1794,47.140217,-67.758381
Saint-L�onard,858,47.260464,-67.80438
Saint-L�onard,1322,47.170394,-67.920787
Notre-Dame-de-Lourdes,253,47.378795,-67.822857
Sainte-Anne,936,47.366716,-67.856274
Sainte-Anne-de-Madawaska,891,47.252209,-68.025253
Rivi�re-Verte,744,47.325211,-68.143647
Rivi�re-Verte,657,47.521492,-67.927591
Saint-Basile,736,47.42203,-68.155914
St. Basile 10,369,47.368917,-68.301462
Saint-Joseph,1549,47.538186,-68.279572
Saint-Jacques,1652,47.462415,-68.42855
Edmundston,16437,47.377215,-68.320631
Madawaska,0,47.656411,-68.188166
Haut-Madawaska,3720,47.327385,-68.745815
Lac Baker,685,47.346248,-68.648368
Durham,950,47.742352,-66.075395
Colborne,266,47.742141,-66.296972
Charlo,1323,47.990067,-66.305593
Balmoral,309,47.713635,-66.565522
Balmoral,1603,47.97357,-66.469092
Dalhousie,1090,48.041911,-66.50067
Eel River 3,342,48.032593,-66.386817
Eel River Crossing,1844,47.993958,-66.480255
Addington,698,47.670501,-66.765407
Atholville,3290,47.930795,-66.7335
Campbellton,7047,48.002266,-66.654513
Tide Head,951,47.980571,-66.773637
Eldon,674,47.609813,-67.083432
Dalhousie,3223,48.046655,-66.387421
Kedgwick,1986,47.806425,-67.48125
Saint-Quentin,1504,47.779265,-67.956081
Saint-Quentin,2141,47.509541,-67.388804
Belledune,1325,47.855974,-65.927178
Indian Ranch,134,48.03679,-66.393664
Tracadie,16043,47.490749,-64.905268
Allardville,1949,47.46583,-65.445769
Bathurst,4761,47.47531,-65.864342
Pabineau 11,133,47.533324,-65.65817
Bathurst,12157,47.621845,-65.623255
Beresford,6226,47.773852,-65.816396
Pointe-Verte,865,47.848387,-65.774384
Petit-Rocher,1954,47.783992,-65.722927
Beresford,4294,47.693814,-65.703087
New Bandon,1200,47.753384,-65.224824
Saint-L�olin,615,47.755179,-65.165981
Paquetville,2250,47.627624,-65.174359
Paquetville,718,47.665586,-65.113763
Saint-Isidore,1312,47.526837,-65.105884
Saint-Isidore,810,47.554111,-65.041031
Inkerman,2373,47.661364,-64.87083
Caraquet,1261,47.740883,-64.865005
Bas-Caraquet,1311,47.776107,-64.828766
Caraquet,4285,47.757083,-64.954672
Shippagan,4781,47.730114,-64.64207
Le Goulet,749,47.707727,-64.699024
Shippagan,2672,47.735342,-64.731997
Lam�que,1301,47.816837,-64.632616
Sainte-Marie-Saint-Rapha�l,820,47.78839,-64.575395
Bertrand,1153,47.744748,-65.086869
Nigadoo,997,47.739518,-65.728688
Grande-Anse,731,47.806493,-65.150097
Maisonnette,535,47.819013,-65.02493
Les �les-de-la-Madeleine,12190,47.391344,-61.778305
Grosse-�le,464,47.797831,-61.455986
Perc�,3095,48.560967,-64.292665
Sainte-Th�r�se-de-Gasp�,979,48.417494,-64.435625
Grande-Rivi�re,3384,48.407194,-64.536575
Chandler,7490,48.338559,-64.740647
Port-Daniel--Gascons,2271,48.189456,-64.888983
Mont-Alexandre,0,48.578601,-64.971736
Gasp�,15063,48.869815,-64.498519
Cloridorme,607,49.179194,-64.906445
Petite-Vall�e,157,49.197434,-64.998482
Grande-Vall�e,1077,49.168133,-65.110879
Murdochville,643,48.958489,-65.493753
Rivi�re-Saint-Jean,0,48.856854,-64.959783
Collines-du-Basque,0,48.992613,-65.205852
Sainte-Madeleine-de-la-Rivi�re-Madeleine,289,49.201751,-65.359789
Saint-Maxime-du-Mont-Louis,1047,49.174705,-65.622334
Mont-Saint-Pierre,186,49.181358,-65.78142
Rivi�re-�-Claude,141,49.184352,-65.889636
Marsoui,289,49.150413,-66.063535
La Martre,194,49.118372,-66.167658
Sainte-Anne-des-Monts,6121,49.109462,-66.414123
Cap-Chat,2516,49.054398,-66.765226
Mont-Albert,167,48.881611,-65.83479
Coul�e-des-Adolphe,0,48.9594,-66.634938
Shigawake,333,48.106442,-65.071814
Saint-Godefroi,350,48.16566,-65.15503
Hope Town,334,48.069228,-65.160449
Hope,584,48.171805,-65.236469
Pasp�biac,3033,48.084933,-65.278539
New Carlisle,1336,48.055928,-65.335025
Bonaventure,2733,48.053463,-65.466181
Saint-Elz�ar,464,48.147629,-65.402766
Saint-Sim�on,1207,48.070633,-65.567104
Caplan,1966,48.104455,-65.693023
Saint-Alphonse,711,48.196462,-65.631433
New Richmond,3683,48.152672,-65.823688
Cascap�dia--Saint-Jules,764,48.285078,-65.901314
Rivi�re-Bonaventure,59,48.398044,-65.504595
Maria,2760,48.168482,-65.991252
Carleton-sur-Mer,4081,48.120003,-66.17885
Nouvelle,1782,48.156191,-66.3927
Escuminac,575,48.118461,-66.485498
Pointe-�-la-Croix,1344,48.135354,-66.613787
Ristigouche-Partie-Sud-Est,170,48.021362,-66.819486
Saint-Andr�-de-Restigouche,154,48.040275,-66.967979
Matap�dia,566,47.974999,-66.955899
Saint-Alexis-de-Matap�dia,519,47.980787,-67.052966
Saint-Fran�ois-d'Assise,679,47.984516,-67.164505
L'Ascension-de-Patap�dia,148,47.939171,-67.2647
Gesgapegiag,637,48.202309,-65.924575
Listuguj,,48.066894,-66.755395
Rivi�re-Nouvelle,0,48.330141,-66.516701
Ruisseau-Ferguson,0,48.00434,-67.470361
Sainte-Marguerite-Marie,183,48.29242,-67.085173
Sainte-Florence,367,48.262376,-67.233177
Causapscal,2147,48.367658,-67.231019
Albertville,239,48.329668,-67.374326
Saint-L�on-le-Grand,968,48.373626,-67.51295
Saint-Z�non-du-Lac-Humqui,370,48.313176,-67.578362
Sainte-Ir�ne,369,48.409746,-67.648983
Amqui,5999,48.47878,-67.440383
Lac-au-Saumon,1488,48.397955,-67.368283
Saint-Alexandre-des-Lacs,298,48.468671,-67.264165
Saint-Tharcisius,411,48.548743,-67.307447
Saint-Vianney,446,48.61661,-67.413096
Val-Brillant,899,48.511481,-67.569811
Sayabec,1706,48.572327,-67.692673
Saint-Cl�ophas,321,48.494396,-67.70875
Saint-Mo�se,542,48.537711,-67.841967
Saint-No�l,392,48.595537,-67.818619
Saint-Damase,382,48.665453,-67.817908
Routhierville,20,48.181436,-67.146725
Rivi�re-Vaseuse,0,48.208108,-67.517494
Rivi�re-Patap�dia-Est,0,48.137269,-67.644637
Lac-Casault,30,48.401129,-66.802691
Ruisseau-des-Mineurs,5,48.586358,-66.685344
Lac-Alfred,0,48.38461,-67.71394
Lac-Matap�dia,10,48.589044,-67.536969
Les M�chins,995,48.99475,-66.98322
Saint-Jean-de-Cherbourg,163,48.833561,-67.143279
Grosses-Roches,375,48.933656,-67.196764
Sainte-F�licit�,1100,48.898819,-67.366809
Saint-Adelme,484,48.825894,-67.300501
Saint-Ren�-de-Matane,961,48.735475,-67.303931
Sainte-Paule,247,48.674489,-67.51476
Matane,13987,48.84277,-67.563129
Saint-L�andre,375,48.705039,-67.603547
Saint-Ulric,1567,48.775527,-67.745083
Baie-des-Sables,613,48.72401,-67.89079
Rivi�re-Bonjour,16,48.74906,-66.907611
La R�demption,384,48.436985,-67.905201
Saint-Charles-Garnier,222,48.321629,-68.02895
Les Hauteurs,485,48.378747,-68.112491
Sainte-Jeanne-d'Arc,217,48.465161,-67.971548
Saint-Gabriel-de-Rimouski,1177,48.422848,-68.175131
Saint-Donat,835,48.496273,-68.24726
Sainte-Ang�le-de-M�rici,989,48.503825,-68.080253
Padoue,250,48.572938,-67.948869
M�tis-sur-Mer,594,48.674999,-68.042556
Saint-Octave-de-M�tis,493,48.608208,-68.016317
Grand-M�tis,218,48.658256,-68.069966
Price,1729,48.603474,-68.124125
Saint-Joseph-de-Lepage,590,48.555753,-68.190468
Mont-Joli,6384,48.57891,-68.186503
Sainte-Flavie,904,48.61703,-68.218877
Sainte-Luce,2845,48.547809,-68.393187
Lac-des-Eaux-Mortes,47,48.215762,-67.888433
Lac-�-la-Croix,0,48.278455,-67.790795
Esprit-Saint,340,48.043354,-68.551053
La Trinit�-des-Monts,233,48.152188,-68.375351
Saint-Narcisse-de-Rimouski,1084,48.254607,-68.464598
Saint-Marcellin,397,48.343105,-68.248259
Saint-Anaclet-de-Lessard,3019,48.457564,-68.359627
Rimouski,48935,48.421639,-68.607775
Saint-Val�rien,906,48.278014,-68.629248
Saint-Fabien,1834,48.316775,-68.865492
Saint-Eug�ne-de-Ladri�re,413,48.161506,-68.735279
Lac-Huron,30,48.11002,-68.239561
Saint-Cl�ment,479,47.919709,-69.118734
Saint-Jean-de-Dieu,1651,47.998298,-69.001093
Sainte-Rita,303,47.937898,-68.862532
Saint-Guy,76,48.015632,-68.811167
Saint-M�dard,216,48.05705,-68.871227
Sainte-Fran�oise,383,48.087854,-69.012362
Saint-�loi,310,48.042541,-69.200149
Trois-Pistoles,3115,48.129262,-69.173556
Notre-Dame-des-Neiges,1194,48.120428,-69.201566
Saint-Mathieu-de-Rioux,691,48.184364,-68.983811
Saint-Simon-de-Rimouski,455,48.223957,-69.053353
Lac-Boisbouscache,0,48.148913,-68.894999
Saint-Cyprien,1078,47.858384,-68.977751
Saint-Hubert-de-Rivi�re-du-Loup,1412,47.791478,-69.155416
Saint-Antonin,4338,47.741,-69.421058
Saint-Modeste,1180,47.818858,-69.384928
Saint-Fran�ois-Xavier-de-Viger,247,47.827406,-69.244782
Saint-�piphane,836,47.902174,-69.299113
Saint-Paul-de-la-Croix,313,47.95138,-69.194847
L'Isle-Verte,1356,48.032816,-69.314754
Notre-Dame-des-Sept-Douleurs,71,48.029006,-69.434417
Cacouna,1848,47.93338,-69.491557
Saint-Ars�ne,1245,47.918384,-69.410405
Rivi�re-du-Loup,20118,47.853964,-69.559598
Notre-Dame-du-Portage,1296,47.771755,-69.605438
D�gelis,2884,47.533207,-68.584308
Saint-Jean-de-la-Lande,232,47.426716,-68.681014
Packington,578,47.454443,-68.830737
Saint-Marc-du-Lac-Long,365,47.393882,-68.877447
Rivi�re-Bleue,1261,47.467627,-69.049775
Saint-Eus�be,587,47.544912,-68.914412
Saint-Juste-du-Lac,543,47.660178,-68.735056
Auclair,447,47.752925,-68.648964
Lejeune,246,47.741632,-68.577536
Biencourt,433,47.930682,-68.531224
Lac-des-Aigles,495,47.991795,-68.676051
Saint-Michel-du-Squatec,1076,47.865042,-68.692686
T�miscouata-sur-le-Lac,5054,47.646097,-68.842926
Saint-Pierre-de-Lamy,122,47.768534,-68.994472
Saint-Louis-du-Ha! Ha!,1311,47.674631,-68.996071
Saint-Elz�ar-de-T�miscouata,311,47.564284,-69.10339
Saint-Honor�-de-T�miscouata,763,47.6697,-69.182139
Poh�n�gamook,2481,47.512497,-69.25037
Saint-Athanase,303,47.442784,-69.379168
Mont-Carmel,1160,47.275353,-69.751547
Saint-Bruno-de-Kamouraska,515,47.459077,-69.706875
Saint-Pascal,3530,47.529748,-69.789326
Sainte-H�l�ne-de-Kamouraska,891,47.582549,-69.696269
Saint-Joseph-de-Kamouraska,398,47.586765,-69.628665
Saint-Alexandre-de-Kamouraska,2255,47.680753,-69.583902
Saint-Andr�-de-Kamouraska,658,47.681378,-69.721001
Saint-Germain,294,47.601185,-69.803644
Kamouraska,607,47.563706,-69.871616
Saint-Denis-De La Bouteillerie,518,47.506066,-69.958768
Saint-Philippe-de-N�ri,818,47.467386,-69.884818
Rivi�re-Ouelle,995,47.465665,-70.016632
Saint-Pac�me,1806,47.409005,-69.947253
Saint-Gabriel-Lalemant,660,47.361885,-69.846381
Saint-On�sime-d'Ixworth,522,47.274624,-69.869803
La Pocati�re,4078,47.374991,-70.052298
Sainte-Anne-de-la-Pocati�re,1597,47.35391,-70.027799
Picard,5,47.62836,-69.426341
Petit-Lac-Sainte-Anne,0,47.136057,-69.663376
Saint-Ir�n�e,678,47.541513,-70.204106
La Malbaie,8235,47.691387,-70.07085
Notre-Dame-des-Monts,789,47.662893,-70.382508
Saint-Aim�-des-Lacs,1158,47.73503,-70.441866
Clermont,3065,47.722999,-70.249786
Saint-Sim�on,1139,47.897351,-69.870954
Baie-Sainte-Catherine,184,48.103516,-69.72655
Mont-�lie,51,47.85227,-70.36515
Sagard,110,48.008713,-70.115433
Petite-Rivi�re-Saint-Fran�ois,953,47.301532,-70.568278
Baie-Saint-Paul,7371,47.420118,-70.69488
L'Isle-aux-Coudres,1116,47.387641,-70.36928
Les �boulements,1465,47.475498,-70.304929
Saint-Hilarion,1146,47.585578,-70.40802
Saint-Urbain,1320,47.626499,-70.53811
Lac-Pikauba,0,47.769789,-70.948623
Saint-Omer,294,47.058051,-69.726841
Saint-Pamphile,2274,46.962461,-69.81955
Saint-Adalbert,460,46.843883,-69.942161
Saint-Marcel,422,46.918318,-70.103656
Sainte-F�licit�,350,46.964316,-69.951764
Sainte-Perp�tue,1715,47.096231,-69.885123
Tourville,576,47.128148,-69.964244
Saint-Damase-de-L'Islet,563,47.199766,-70.032423
Saint-Cyrille-de-Lessard,742,47.022296,-70.1624
Saint-Aubert,1441,47.141765,-70.197551
Sainte-Louise,674,47.289201,-70.071205
Saint-Roch-des-Aulnaies,955,47.306701,-70.189905
Saint-Jean-Port-Joli,3329,47.21372,-70.271027
L'Islet,3803,47.101567,-70.350392
Saint-Just-de-Breteni�res,639,46.570087,-70.090263
Lac-Fronti�re,175,46.673555,-70.017518
Saint-Fabien-de-Panet,945,46.663689,-70.148574
Sainte-Lucie-de-Beauregard,275,46.73042,-70.064126
Sainte-Apolline-de-Patton,505,46.807227,-70.196266
Saint-Paul-de-Montminy,849,46.747005,-70.335535
Sainte-Euph�mie-sur-Rivi�re-du-Sud,338,46.766669,-70.461395
Notre-Dame-du-Rosaire,371,46.84613,-70.450525
Cap-Saint-Ignace,3099,46.962709,-70.392573
Montmagny,10999,46.957579,-70.539054
Saint-Pierre-de-la-Rivi�re-du-Sud,840,46.887919,-70.612777
Saint-Fran�ois-de-la-Rivi�re-du-Sud,1580,46.87149,-70.653963
Berthier-sur-Mer,1744,46.9383,-70.727344
Saint-Antoine-de-l'Isle-aux-Grues,122,47.08307,-70.52455
Saint-Phil�mon,680,46.670669,-70.440818
Notre-Dame-Auxiliatrice-de-Buckland,767,46.618013,-70.546873
Saint-Nazaire-de-Dorchester,338,46.551908,-70.637157
Saint-L�on-de-Standon,1042,46.475713,-70.613096
Saint-Malachie,1667,46.534268,-70.744089
Saint-Damien-de-Buckland,1893,46.626903,-70.656199
Armagh,1439,46.745652,-70.579976
Saint-N�r�e-de-Bellechasse,744,46.698305,-70.709578
Saint-Lazare-de-Bellechasse,1332,46.646208,-70.772101
Sainte-Claire,3526,46.57292,-70.848163
Saint-Anselme,4047,46.628209,-70.984809
Saint-Henri,5813,46.686897,-71.057279
Honfleur,881,46.651382,-70.885254
Saint-Gervais,2138,46.718343,-70.866626
Saint-Rapha�l,2458,46.793335,-70.743322
La Durantaye,782,46.808289,-70.85048
Saint-Charles-de-Bellechasse,2583,46.763927,-70.93584
Beaumont,2968,46.823874,-70.995815
Saint-Michel-de-Bellechasse,1871,46.854482,-70.912301
Saint-Vallier,1031,46.88691,-70.822037
Saint-Fran�ois-de-l'�le-d'Orl�ans,536,47.001418,-70.808555
Sainte-Famille-de-l'�le-d'Orl�ans,850,46.970478,-70.967704
Saint-Jean-de-l'�le-d'Orl�ans,1026,46.9257,-70.885239
Saint-Laurent-de-l'�le-d'Orl�ans,1607,46.880427,-71.010694
Saint-Pierre-de-l'�le-d'Orl�ans,1743,46.898926,-71.073878
Sainte-P�tronille,1055,46.85341,-71.125904
Saint-Tite-des-Caps,1504,47.17818,-70.74505
Saint-Ferr�ol-les-Neiges,3806,47.148494,-70.865174
Saint-Louis-de-Gonzague-du-Cap-Tourmente,0,47.062358,-70.804628
Saint-Joachim,1427,47.084921,-70.844279
Beaupr�,4117,47.062967,-70.91002
Sainte-Anne-de-Beaupr�,2888,47.040172,-70.953167
Ch�teau-Richer,4425,47.008047,-71.079301
L'Ange-Gardien,3842,46.948721,-71.116572
Boischatel,8231,46.915159,-71.151136
Sault-au-Cochon,0,47.16644,-70.6972
Lac-Jacques-Cartier,0,47.708051,-71.543823
Sainte-Catherine-de-la-Jacques-Cartier,8442,46.83683,-71.615312
Fossambault-sur-le-Lac,2327,46.884617,-71.60922
Lac-Saint-Joseph,304,46.909931,-71.629527
Shannon,6432,46.911262,-71.577375
Saint-Gabriel-de-Valcartier,3223,47.047034,-71.564208
Lac-Delage,771,46.970397,-71.403891
Stoneham-et-Tewkesbury,9682,47.072676,-71.382293
Lac-Beauport,8164,46.989533,-71.307459
Sainte-Brigitte-de-Laval,8468,47.023438,-71.171019
Lac-Croche,0,47.334591,-71.819125
Notre-Dame-des-Anges,241,46.814375,-71.233378
Qu�bec,549459,46.84564,-71.250419
L'Ancienne-Lorette,16970,46.804495,-71.354662
Saint-Augustin-de-Desmaures,19907,46.744386,-71.495243
Wendake,2200,46.870627,-71.362126
L�vis,149683,46.711867,-71.252218
Frampton,1309,46.433227,-70.785962
Saints-Anges,1239,46.416986,-70.87902
Vall�e-Jonction,1864,46.374126,-70.93241
Saint-Elz�ar,2623,46.39256,-71.077241
Sainte-Marie,13134,46.440377,-71.004179
Sainte-Marguerite,1175,46.507954,-70.922124
Sainte-H�n�dine,1440,46.557388,-70.988067
Scott,2566,46.511021,-71.076564
Saint-Bernard,2535,46.491671,-71.145687
